Couch ID,Type of Birth
c8c626debf4ddd1828fed737690e517d,Second Twin
c8c626debf4ddd1828fed737690e5ae7,Twin
c8c626debf4ddd1828fed737690f0f9f,Second Twin
c8c626debf4ddd1828fed737690f19f2,Twin
c8c626debf4ddd1828fed737690f1d30,Second Twin
c8c626debf4ddd1828fed737690f22bb,Twin
c8c626debf4ddd1828fed73769d8bd2d,Twin
c8c626debf4ddd1828fed73769d8c198,Second Twin
c8c626debf4ddd1828fed73769d90cc7,""
c8c626debf4ddd1828fed73769d9d4ec,Twin
c8c8082bbfefb0d2e2af9992610dcba5,Second Twin
c8c8082bbfefb0d2e2af9992616bfd09,Twin
c8c8082bbfefb0d2e2af999261e6ccb4,Twin
c8e0a55c0d039d47c360f72c7837ceb6,Twin
c8e0a55c0d039d47c360f72c78b44459,Second Twin
c8e22db3a97b3600d28ada113bd090fa,Second Twin
c8e22db3a97b3600d28ada113bd0a01f,Twin
c903023ec1df7273dc80eba9b1e0c72d,Twin
c95740235d1142b19756650520f09c15,Second Twin
c95740235d1142b19756650520f0a06d,Twin
c9602a3449d5f2b474dc3167209877f0,Second Twin
c9602a3449d5f2b474dc316720987f2b,Twin
c9602a3449d5f2b474dc31672099f916,Second Twin
c9602a3449d5f2b474dc31672099fdf3,Twin
c9decf729c9febc7f3ce9f6ca0fedfa7,""
c9e0c7c3dcc0c60e2a2e493d92ed85c4,Twin
c9e0c7c3dcc0c60e2a2e493d92eed5b4,Second Twin
c9e0c7c3dcc0c60e2a2e493d92eee38c,Twin
c9e0c7c3dcc0c60e2a2e493d92eef9ab,Twin
c9e0c7c3dcc0c60e2a2e493d92ef03d0,Twin
ca0c7f395b8146572b896742ae2f316f,Twin
ca0c7f395b8146572b896742ae6ddc77,Second Twin
ca11eaff88bb0a164ec4c1620d8d5f40,Second Twin
ca313d26572f7e81763b7a135dfc7d4e,Second Twin
ca5b480f15df90c60be7b3e3cdb89313,""
ca67211fe0c61c9585b14629e1f1235a,Second Twin
ca67211fe0c61c9585b14629e1f123f7,Twin
ca80634049e006a3b2ba7938b7c32a6c,Twin
ca80634049e006a3b2ba7938b7c38b73,Second Twin
ca80634049e006a3b2ba7938b7c390a7,""
ca9081265345497805b807b343a7fc87,Second Twin
ca9081265345497805b807b343a80ee0,Second Twin
ca9081265345497805b807b343a97d1e,Second Twin
cab87ac19163e0cd474f3dadf0af1957,Second Twin
cab87ac19163e0cd474f3dadf0af1c3a,Twin
caf40cb4a59283cda97c7800aad2fc9e,Twin
caff09e51e0e9b2d5e32dea57437e375,Twin
caff09e51e0e9b2d5e32dea574381d26,Twin
cb5b28ae0c236f468ec52c46dd921339,Second Twin
cb5b28ae0c236f468ec52c46dd921c7e,Twin
cb5b28ae0c236f468ec52c46dd923bff,Second Twin
cb609e6e4f447ec420b46be52ea1aaf2,Second Twin
cb609e6e4f447ec420b46be52ea1b0bb,Twin
cb6498bc7a11adfb7370b2e9c568d951,""
cb6498bc7a11adfb7370b2e9c5e7d5a1,Second Twin
cb6498bc7a11adfb7370b2e9c5e7db80,Twin
cb7717f54f4cb745e57b7879ac3348c5,Second Twin
cb7717f54f4cb745e57b7879ac334a61,Twin
cbd62f40f0f29966112a89f68da5b695,Second Twin
cbd62f40f0f29966112a89f68da5bb4c,Twin
cbfc732942eadeeee459a65f3a651b35,Second Twin
cbfc732942eadeeee459a65f3a65251f,Twin
cc0efa19c6cebc0f2486baaf68b8bcfc,""
cc2257078cabba981486d4ac4cb7509c,Second Twin
cc2f1f6f2583f29d0421d0bf6c1275b2,Third Triplet
cc2f1f6f2583f29d0421d0bf6c1280b1,Second Triplet
cc58e0899ee5dc10825c0366d1e5395b,Second Twin
cc58e0899ee5dc10825c0366d1e53f9a,""
cc75fe411ea688c5698291625d885b87,""
cc8662b9ef2c28dbe9eb0a077f480c3f,Twin
cc9b07f818feac25838bb0b4e7138379,Second Twin
cc9b07f818feac25838bb0b4e71392ff,Twin
ccc9452b7600be8050dba4b5031df343,Second Twin
ccc9452b7600be8050dba4b5031dfa40,Twin
ccc9452b7600be8050dba4b503567cc6,Second Twin
ccc9452b7600be8050dba4b5035681f2,Twin
ccc9452b7600be8050dba4b503572a28,Second Twin
ccc9452b7600be8050dba4b503572c98,Twin
ccc9452b7600be8050dba4b50357691f,Second Twin
ccc9452b7600be8050dba4b50357750d,Twin
ccc9452b7600be8050dba4b503579521,Second Twin
ccc9452b7600be8050dba4b50357a3ab,Twin
ccc9452b7600be8050dba4b50357b2df,Second Twin
ccc9452b7600be8050dba4b50357b444,Twin
ccc9452b7600be8050dba4b503587ed1,Second Twin
ccc9452b7600be8050dba4b5035885a9,Twin
ccc9452b7600be8050dba4b503590c66,Second Twin
ccc9452b7600be8050dba4b503590eaf,Twin
ccc9452b7600be8050dba4b503592ba2,Second Twin
ccc9452b7600be8050dba4b503592c2c,Twin
ccc9452b7600be8050dba4b503594053,Second Twin
ccc9452b7600be8050dba4b503594d1f,Twin
ccc9452b7600be8050dba4b5035977bc,Second Twin
ccc9452b7600be8050dba4b503597e9c,Twin
ccc9452b7600be8050dba4b50359b359,""
ccc9452b7600be8050dba4b5035ac34e,""
ccc9452b7600be8050dba4b5035b55d3,""
ccc9452b7600be8050dba4b5035c760d,Second Twin
ccc9452b7600be8050dba4b5035c766e,Twin
ccc9452b7600be8050dba4b5035cd17c,Second Twin
ccc9452b7600be8050dba4b5035cdec5,Twin
ccc9452b7600be8050dba4b5035d8f16,Second Twin
ccc9452b7600be8050dba4b5035d9ca1,Twin
ccc9452b7600be8050dba4b5035e7590,Second Twin
ccc9452b7600be8050dba4b5035e80b3,Twin
ccc9452b7600be8050dba4b5035f5311,Second Twin
ccc9452b7600be8050dba4b5035f5f47,Twin
ccc9452b7600be8050dba4b5035f89eb,Second Twin
ccc9452b7600be8050dba4b5035f8b1d,Twin
ccc9452b7600be8050dba4b503d8ae0f,Second Twin
ccc9452b7600be8050dba4b503d8bb40,Twin
ccd34cc900eca9e12cb73241afe5c949,""
cce0e3853873c9a10a056ddcb253ebe3,""
ccfb87c74b37f72090b3ea44ef2d121e,Second Twin
ccfb87c74b37f72090b3ea44ef2d2192,Twin
ccfeb326bea45355ea102627b2ec1dbf,Twin
cd066b9a982610725c136e3bcd621966,""
cd09aa9c715e1a2719a52e7b04c4558f,""
cd298c78ac25145e94bc5ff70908d94c,""
cd298c78ac25145e94bc5ff70967c84c,""
cd3d3885df09808933e4125e4fe0bd32,Twin
cd5743396a771dd3690ef59cfa104c99,""
cd5743396a771dd3690ef59cfa1050b9,Second Twin
cd5743396a771dd3690ef59cfa10582d,Twin
cd5743396a771dd3690ef59cfa10720a,""
cd5743396a771dd3690ef59cfa108042,""
cd5f3ea2d1acf13b0b78d8477f966145,Second Twin
cd5f3ea2d1acf13b0b78d8477f96618e,Twin
cd6bf9c091b50b3346726253dc437127,""
cd6bf9c091b50b3346726253dc83f027,""
cd6bf9c091b50b3346726253dca36c28,""
cd746724a07b6f90079edccbae46175c,""
cd8ede6f5302c5295c86c17b78d829e7,""
cde9a5e5dc02acbdfa2f9831706f2eb8,Second Twin
cde9a5e5dc02acbdfa2f9831706f3d11,Twin
cdf62867749a434ba792340968d6f8de,Second Twin
cdf62867749a434ba792340968d6f9d7,Twin
cdf7c0fac03204e96ce6a1724c94e2a9,Twin
ce09051c60e70f119a8dece832a31fe5,Second Twin
ce09051c60e70f119a8dece832a32c2b,Twin
ce1310fb2bff7271c202c478834953ab,Second Twin
ce1310fb2bff7271c202c47883495437,Twin
ce223ee62bf9b0dceca5fa781c079fc4,Second Twin
ce223ee62bf9b0dceca5fa781c07a279,First Twin
ce4054bdfafcb972d5db8dbfd9448d48,Twin
ce4054bdfafcb972d5db8dbfd9c18b60,Second Twin
ce5892874c2999509e3617c121526414,Twin
ce5892874c2999509e3617c1215265f5,Second Twin
ce6274b85fee37d0c01e8081d6a0fd1d,""
ce80003a8ad55f0485337b0585ee04a5,Twin
ceab115a0253b8d25c683575e9c80fbf,Second Twin
ceab115a0253b8d25c683575e9c81b45,Twin
cec2d1ed15ae1afbc5518fb6e412233b,Twin
cec3e7312cb3a432d51d96d0aa5fa8db,Second Twin
cec3e7312cb3a432d51d96d0aa5fb808,Twin
cec3e7312cb3a432d51d96d0aa608f70,Second Twin
cec3e7312cb3a432d51d96d0aa60988b,Twin
cec3e7312cb3a432d51d96d0aa613652,Twin
cec3e7312cb3a432d51d96d0aa6141c4,Twin
cec3e7312cb3a432d51d96d0aa6150d3,Second Twin
cec3e7312cb3a432d51d96d0aa615905,Twin
cec3e7312cb3a432d51d96d0aa61625a,Twin
cec3e7312cb3a432d51d96d0aa6170f5,Second Twin
cec3e7312cb3a432d51d96d0aa617a42,Second Twin
cec3e7312cb3a432d51d96d0aa6189c3,Twin
cec3e7312cb3a432d51d96d0aa623725,""
cec3e7312cb3a432d51d96d0aa6273e6,""
cec3e7312cb3a432d51d96d0aa6283cc,""
cec3e7312cb3a432d51d96d0aaa8efbd,""
cec3e7312cb3a432d51d96d0aaa8f112,""
cec3e7312cb3a432d51d96d0aaeacc8c,""
cec3e7312cb3a432d51d96d0aaeaf5d0,Second Twin
cec3e7312cb3a432d51d96d0aaeaf70a,Twin
ced8603a4647d07de5447cceab1baf35,Twin
cee3edd9f1b0a9034afc84be04a18359,Second Twin
cee3edd9f1b0a9034afc84be04a1920f,Twin
cee3edd9f1b0a9034afc84be04a23f89,""
cee3edd9f1b0a9034afc84be04a270be,Twin
cee3edd9f1b0a9034afc84be04a2f490,""
cee3edd9f1b0a9034afc84be04a31e9b,Twin
cee3edd9f1b0a9034afc84be04a32c7e,Twin
cee3edd9f1b0a9034afc84be04a32dcd,Second Twin
cee3edd9f1b0a9034afc84be04a332dd,Twin
cee3edd9f1b0a9034afc84be04a37d28,Second Twin
cee3edd9f1b0a9034afc84be04a380b6,Twin
cee3edd9f1b0a9034afc84be04a3afee,Second Twin
cee3edd9f1b0a9034afc84be04a3b63a,Twin
cee3edd9f1b0a9034afc84be04a40a1d,Second Twin
cee3edd9f1b0a9034afc84be04a4170f,Twin
cee3edd9f1b0a9034afc84be04a44ce0,Second Twin
cee3edd9f1b0a9034afc84be04a4555a,Twin
cef5d2ea2ee8748cf9452214f4c7d6f7,""
cf0913b0005f7f8b340b493c35781954,Second Twin
cf0913b0005f7f8b340b493c35781cb9,Twin
cf5a1de9cf469e7700c97aa68f8b69d1,Twin
cf5a1de9cf469e7700c97aa68fca85d5,Second Twin
cf5d3a61b85ac93c25b950f5f58384c4,Twin
cf5d3a61b85ac93c25b950f5f583a132,""
cf5d3a61b85ac93c25b950f5f583b7f2,Second Twin
cf5d3a61b85ac93c25b950f5f583bc21,Twin
cf6294a08d82a7663bc9538775825e0e,Second Twin
cf6294a08d82a7663bc9538775826966,Twin
cf66c220904cb5bba9bc06366a82695a,Second Twin
cf66c220904cb5bba9bc06366a8278df,Twin
cf66c220904cb5bba9bc06366afdebaf,Second Twin
cf66c220904cb5bba9bc06366afdf373,Twin
cf6de6a1897b3a4597caccd7d988a7ed,Second Twin
cf6de6a1897b3a4597caccd7d988b51b,Twin
cf6de6a1897b3a4597caccd7d989c8ce,Second Twin
cf6de6a1897b3a4597caccd7d989d1ee,Twin
cf6de6a1897b3a4597caccd7d98a6f7e,Twin
cfa180ba345fe8f0b2539eb5c379e921,Twin
cfa180ba345fe8f0b2539eb5c379f0f7,Second Twin
cff2889c98d4e2b60458bff9dd19f709,""
d01e776674f38debf5ee32176c9dc20e,""
d030d70f04695f297f6ee883f8764732,Second Twin
d030d70f04695f297f6ee883f8f30937,Twin
d039f768e9b03bf9aebc1c4f1e64b201,""
d03a20e8e5e102f75803df0e97e6fbe6,Second Twin
d03c63f5be8043163bef74d46538b2ca,Twin
d03c63f5be8043163bef74d465b5c1d9,Second Twin
d06c41ba08dc9bf945533c2bfb84237f,Twin
d0801e5c63f9946b8b562c64982e1768,Second Twin
d0801e5c63f9946b8b562c64982e1e2f,Twin
d0801e5c63f9946b8b562c64986ae799,Twin
d0801e5c63f9946b8b562c64986dc44a,Second Twin
d0801e5c63f9946b8b562c64986dce57,Twin
d0801e5c63f9946b8b562c64986e2a94,Second Twin
d0801e5c63f9946b8b562c64986e2ebb,Twin
d0801e5c63f9946b8b562c64986ee76d,Twin
d0801e5c63f9946b8b562c64986f3909,Second Twin
d0801e5c63f9946b8b562c64986f4789,Twin
d0801e5c63f9946b8b562c64986f6081,Second Twin
d0801e5c63f9946b8b562c64986f6c91,Twin
d0d9424fb54b8bf10f4c39032a71c64d,""
d0d9424fb54b8bf10f4c39032a71e1fa,""
d11596db2a124b6a17e1f709d841cec4,Second Twin
d11596db2a124b6a17e1f709d841d409,Twin
d11e9b5a27d5a4b01c8231bfaac43d11,""
d14801ea39224bbb01539db5717026f3,Twin
d14801ea39224bbb01539db571ed5d2e,Second Twin
d14bce576ed3d996840ef65db2f4241a,Second Twin
d14bce576ed3d996840ef65db2f4321d,Twin
d17b13b9b1706a2988ac8a20d5c81307,Second Twin
d17b13b9b1706a2988ac8a20d5c813bb,Twin
d17b13b9b1706a2988ac8a20d5cbaa10,Twin
d17b13b9b1706a2988ac8a20d5ce6e86,Second Twin
d17b13b9b1706a2988ac8a20d5ce7b0c,Twin
d17b13b9b1706a2988ac8a20d5cebcdf,""
d17b13b9b1706a2988ac8a20d5cf0bc5,Twin
d1c1d9f40cbda52da01d70789627e82d,Twin
d1c1d9f40cbda52da01d707896286b0a,Twin
d1c1d9f40cbda52da01d707896287e5e,""
d20cdfdd859a92326efdf9008003d797,Twin
d20cdfdd859a92326efdf90080bfa05d,Second Twin
d226be82765431f7c2e0a03c9723ea9a,Second Twin
d22924a1cab1a5c78eb59100baf9733d,Twin
d229a61ddafc722fba55dc26cb9c0c17,""
d252beb8e768610c244570f6afac509e,Second Twin
d2985095c6b43909228e1934e904a269,Second Twin
d2a06b8f0bb0e5e3ca65e3beba1b3e64,Second Twin
d2a06b8f0bb0e5e3ca65e3beba1b4e24,Twin
d2a1b06c3f68b1508409a506e677124f,Second Twin
d2a1b06c3f68b1508409a506e6771af2,Twin
d2a7da09429278be0ab7bad9df85a61f,Twin
d2b52e64c9e3b224b54d75beae355e24,Second Twin
d2b52e64c9e3b224b54d75beae356ae4,Twin
d30886468e7b0308002b3e65b1ab7f29,Twin
d328503b56636874b2e247be821ee1a1,Second Twin
d328503b56636874b2e247be821eebf3,Twin
d3465cecdc9bee5059d95968074f386c,""
d36f4cc3b9de91aa11d506583aa19744,Second Twin
d36f4cc3b9de91aa11d506583aa19fe4,Second Twin
d36f4cc3b9de91aa11d506583aa1a5b1,Twin
d3869410ccb1b4ab89e18da48ce0012a,""
d3a7ea6200323dce1db5446a8b269c8d,Second Twin
d3a7ea6200323dce1db5446a8b26bfc4,First Twin
d3a7ea6200323dce1db5446a8b27408b,Second Twin
d3a7ea6200323dce1db5446a8b2771f7,""
d3a908161ac8b90f01b51c19fea72eee,Twin
d3a908161ac8b90f01b51c19fee4c22d,Second Twin
d3d9eb8fd62df79df3a7d7f8fe863e75,Twin
d3d9eb8fd62df79df3a7d7f8fe864ed8,Twin
d3eadbb5248dd4b30d1cdaf3b7539895,First Twin
d3eadbb5248dd4b30d1cdaf3b753b0b8,First Twin
d3eadbb5248dd4b30d1cdaf3b753c9e4,First Twin
d3eadbb5248dd4b30d1cdaf3b753e4af,Second Twin
d3eadbb5248dd4b30d1cdaf3b7547d63,First Twin
d3f29913d26d1de115f80368ee64bb58,""
d3f29913d26d1de115f80368ee64bf9d,""
d3f71976007639d69e49d0504847f0d2,""
d40ffa43127d2ff85bf9a1a10b6e99be,""
d4803cd3a27a0e89106ecd237bf14687,Twin
d48756f5f493f6874648c77806fc3dd2,""
d497086cfaab616ad6608ff3d423d632,""
d49a9904f1e899cb7db088f0be190fa1,""
d4ca48fb55f5ed96b2c3a17a2ea8e87f,Second Twin
d4ca48fb55f5ed96b2c3a17a2ea8f014,Twin
d4d0f846d7f90eba032113259f07b899,Second Twin
d4d0f846d7f90eba032113259f86004c,Twin
d4d0f846d7f90eba032113259f86182b,Second Twin
d4e2e6e588f49ed073d467674963c734,""
d4fc7150a892c5470efb96ef9c11c383,""
d4fc7150a892c5470efb96ef9c11ee5a,""
d502c7f534c4a23239727cecf61710ca,Second Twin
d502c7f534c4a23239727cecf61711ba,Second Twin
d5191aa77c19fc5a0b446d0fb9081d79,Twin
d51992bb43c96011f1ca5546bdc02c5f,Second Twin
d51992bb43c96011f1ca5546bdc0360c,Twin
d51992bb43c96011f1ca5546bdc07971,Twin
d51cb54835cb9e4891b6d8dd21d3b971,Second Twin
d51cb54835cb9e4891b6d8dd21d3c85a,Twin
d52bad09ea580e47701e51d9a8e6199a,Second Twin
d52bad09ea580e47701e51d9a8e61a7d,Twin
d52ff3784e7c267deb5ddd52d2a413a1,Twin
d5c0e936727c2a5636d5eec09847c3a2,""
d5c3a15d7737f7d90df83f0b1410cdd5,Second Twin
d5c3a15d7737f7d90df83f0b1410d80b,Twin
d5e3cae91b4a04a45e1d94aa320c6a69,""
d5e3cae91b4a04a45e1d94aa320c849e,Twin
d5e3cae91b4a04a45e1d94aa320ca1ce,Twin
d5e3cae91b4a04a45e1d94aa320cbdfc,Second Twin
d5e3cae91b4a04a45e1d94aa320dca73,""
d5e3cae91b4a04a45e1d94aa320ef6ca,Second Twin
d5e3cae91b4a04a45e1d94aa32132e70,""
d5e3cae91b4a04a45e1d94aa32163328,Twin
d5e3cae91b4a04a45e1d94aa32163b49,Second Twin
d5e3cae91b4a04a45e1d94aa32181fda,Second Twin
d5e3cae91b4a04a45e1d94aa321829f7,Twin
d5e3cae91b4a04a45e1d94aa32184fa9,Second Twin
d5e3cae91b4a04a45e1d94aa3218576b,Twin
d5e3cae91b4a04a45e1d94aa32186579,""
d5e3cae91b4a04a45e1d94aa3218e161,Twin
d5e3cae91b4a04a45e1d94aa3219b936,Second Twin
d5e3cae91b4a04a45e1d94aa3219d7f1,""
d5e3cae91b4a04a45e1d94aa3219dbe4,""
d5e3cae91b4a04a45e1d94aa3219fd01,""
d5e3cae91b4a04a45e1d94aa321ae972,Twin
d5e3cae91b4a04a45e1d94aa321af6d0,Twin
d5eea1f7c76b8e62ab31c9884a76e410,""
d5eea1f7c76b8e62ab31c9884a76f442,""
d5eea1f7c76b8e62ab31c9884a779de2,Second Twin
d5eea1f7c76b8e62ab31c9884a77ce15,Twin
d5eea1f7c76b8e62ab31c9884a781034,Second Twin
d5eea1f7c76b8e62ab31c9884a781d8c,Twin
d5eea1f7c76b8e62ab31c9884a7884d8,""
d5eea1f7c76b8e62ab31c9884a78968f,""
d5eea1f7c76b8e62ab31c9884af81b1f,Second Twin
d5eea1f7c76b8e62ab31c9884af81b2a,Twin
d5eea1f7c76b8e62ab31c9884af8eac4,Second Twin
d5eea1f7c76b8e62ab31c9884af8f954,Twin
d5eea1f7c76b8e62ab31c9884afa0bb0,Twin
d5eea1f7c76b8e62ab31c9884afa1c43,Second Twin
d5eea1f7c76b8e62ab31c9884afa26b7,Twin
d5fe1667dbf07664ac5b9c209a10ea57,""
d5fe1667dbf07664ac5b9c209a115626,Twin
d5fe1667dbf07664ac5b9c209a116b6e,Twin
d5fe1667dbf07664ac5b9c209a121946,Second Twin
d5fe1667dbf07664ac5b9c209a122310,Twin
d5fe1667dbf07664ac5b9c209a12511f,Twin
d5fe1667dbf07664ac5b9c209ab97664,""
d5fe1667dbf07664ac5b9c209ad856f3,""
d60319bac2820e820ebc1a2b0286d009,""
d631897330cbd32c437297d82418284a,""
d6420316eab92ae89ffb1d4d790626e7,""
d68894d0d5b8c61a620888e5666f5dc6,""
d69382e8ea7e6c295ef88d28d65d85dd,""
d69382e8ea7e6c295ef88d28d65deb7e,""
d69382e8ea7e6c295ef88d28d69d6b50,Second Twin
d69382e8ea7e6c295ef88d28d69d72b0,Twin
d69382e8ea7e6c295ef88d28d6dc8b54,""
d69382e8ea7e6c295ef88d28d6dc9a23,""
d69382e8ea7e6c295ef88d28d6dd93e5,Second Twin
d69382e8ea7e6c295ef88d28d6dd9f8c,Twin
d69382e8ea7e6c295ef88d28d6de0c32,""
d698a3bf338c4511ddedda39591b008a,""
d75b3dd54b723a9fab0fbce9428c06d9,Twin
d75d921f36c21f9f5edd8651eae5a05a,Second Twin
d75d921f36c21f9f5edd8651eae5a422,Twin
d75d921f36c21f9f5edd8651eae6063a,""
d7b01a0fe221699330e24b4a5c3d6003,Twin
d7ba94a6faa149ff42327d32a51d19be,""
d7d133b38680c084762edaedbc421cdb,Second Twin
d7d133b38680c084762edaedbc42248f,Twin
d7d133b38680c084762edaedbcc211fd,Second Twin
d7d133b38680c084762edaedbcc21440,Twin
d7f06e394d1a5a1e64ab6ab5621f7087,Twin
d7f06e394d1a5a1e64ab6ab5621f77ae,Second Twin
d7f06e394d1a5a1e64ab6ab5621f867d,Twin
d7f06e394d1a5a1e64ab6ab5629e264f,Second Twin
d7f06e394d1a5a1e64ab6ab5629e854a,Second Twin
d7f06e394d1a5a1e64ab6ab5629e9199,Twin
d7f06e394d1a5a1e64ab6ab562a0209e,Second Twin
